imu,54188045, 126, 49, 1983, 26, 57, -8, , 
imu,54190045, 131, 54, 1984, 24, 56, -7, , 
imu,54191046, 126, 51, 1982, 24, 55, -7, , 
imu,54192047, 129, 49, 1987, 26, 57, -6, , 
imu,54193045, 136, 48, 1987, 27, 56, -5, , 
imu,54194046, 134, 52, 1985, 26, 56, -5, , 
imu,54195047, 128, 51, 1987, 24, 56, -5, , 
imu,54196045, 126, 46, 1990, 24, 56, -7, , 
imu,54197046, 126, 49, 1990, 25, 53, -6, , 
imu,54198047, 126, 49, 1990, 26, 54, -4, , 
imu,54199047, 126, 49, 1986, 35, 56, -13, , 
imu,54200045, 129, 54, 1982, 31, 58, -7, , 
imu,54201045, 129, 53, 1983, 21, 51, -6, , 
imu,54202046, 121, 48, 1984, 23, 51, -4, , 
imu,54203047, 121, 52, 1981, 25, 57, -4, , 
imu,54204045, 125, 54, 1983, 28, 59, -5, , 
imu,54205047, 123, 54, 1985, 26, 56, -7, , 
imu,54206045, 123, 52, 1982, 23, 54, -6, , 
imu,54207046, 123, 52, 1981, 24, 54, -3, , 
imu,54208047, 121, 55, 1988, 27, 56, -6, , 
imu,54209046, 121, 53, 1993, 33, 54, -15, , 
imu,54210045, 120, 54, 1986, 27, 54, -6, , 
imu,54211045, 117, 55, 1983, 18, 49, -5, , 
imu,54212047, 122, 55, 1988, 22, 52, -6, , 
imu,54213045, 123, 53, 1990, 27, 57, -5, , 
imu,54214046, 124, 47, 1990, 28, 56, -5, , 
imu,54215047, 131, 51, 1991, 25, 56, -6, , 
imu,54216045, 129, 54, 1991, 23, 55, -6, , 
imu,54217046, 123, 53, 1991, 24, 54, -7, , 
imu,54218047, 123, 56, 1993, 25, 55, -7, , 
imu,54219046, 123, 50, 1992, 35, 59, -10, , 
imu,54220045, 122, 43, 1993, 28, 59, -4, , 
imu,54221045, 121, 48, 1986, 19, 54, -4, , 
imu,54222047, 122, 55, 1984, 22, 55, -5, , 
imu,54223045, 122, 53, 1990, 26, 53, -7, , 
imu,54224045, 122, 45, 1986, 29, 53, -6, , 
imu,54225046, 123, 48, 1985, 26, 55, -7, , 
imu,54226047, 126, 54, 1987, 23, 54, -5, , 
imu,54227047, 123, 51, 1987, 23, 56, -5, , 
imu,54227392, 123, 51, 1987, 24, 56, -5, , 
lps,54226108, , , , , , , 4195544, -300
imu,54227937, 118, 51, 1984, 27, 54, -6, , 
imu,54229045, 125, 58, 1984, 32, 57, -3, , 
imu,54230045, 126, 56, 1989, 20, 53, -3, , 
imu,54231045, 122, 46, 1993, 21, 53, -2, , 
imu,54232045, 121, 47, 1990, 25, 57, -3, , 
imu,54233045, 124, 53, 1984, 28, 59, -5, , 
imu,54234045, 128, 54, 1984, 26, 57, -5, , 
imu,54235045, 126, 50, 1986, 24, 55, -5, , 
imu,54236045, 122, 45, 1987, 23, 54, -6, , 
imu,54237045, 121, 44, 1986, 24, 56, -5, , 
imu,54237605, 121, 44, 1986, 26, 55, -6, , 
imu,54240047, 126, 52, 1983, 21, 53, -6, , 
imu,54241045, 122, 51, 1987, 23, 52, -5, , 
imu,54242045, 124, 55, 1993, 25, 54, -4, , 
imu,54243046, 123, 55, 1994, 25, 56, -5, , 
imu,54244046, 126, 52, 1991, 26, 56, -7, , 
imu,54245045, 126, 48, 1988, 26, 55, -6, , 
imu,54246046, 116, 52, 1989, 25, 53, -5, , 
imu,54247047, 117, 52, 1987, 26, 53, -6, , 
imu,54248045, 119, 49, 1983, 26, 54, -4, , 
imu,54249045, 116, 48, 1977, 35, 56, -10, , 
imu,54250045, 120, 49, 1978, 27, 56, -4, , 
imu,54251045, 124, 49, 1988, 22, 51, -4, , 
imu,54252046, 126, 48, 1988, 23, 52, -5, , 
imu,54253047, 126, 53, 1989, 23, 53, -6, , 
imu,54254045, 126, 55, 1992, 24, 53, -6, , 
imu,54255047, 124, 53, 1989, 25, 55, -5, , 
imu,54256045, 121, 49, 1986, 25, 55, -4, , 
imu,54257045, 124, 50, 1987, 27, 56, -3, , 
imu,54258046, 124, 54, 1990, 29, 55, -6, , 
imu,54259045, 122, 52, 1988, 39, 57, -13, , 
imu,54260047, 124, 54, 1985, 29, 55, -5, , 
imu,54261045, 122, 52, 1985, 21, 51, -4, , 
imu,54262045, 123, 45, 1985, 22, 53, -6, , 
imu,54263045, 125, 52, 1984, 25, 56, -7, , 
imu,54264047, 126, 55, 1988, 28, 58, -6, , 
imu,54265045, 126, 55, 1988, 28, 58, -8, , 
imu,54266046, 129, 51, 1993, 26, 56, -8, , 
imu,54267045, 131, 53, 1989, 25, 54, -9, , 
imu,54267350, 130, 55, 1985, 26, 53, -9, , 
lps,54266107, , , , , , , 4196077, -300
imu,54267896, 130, 55, 1985, 26, 51, -9, , 
imu,54269045, 125, 52, 1985, 28, 54, -3, , 
imu,54270045, 124, 51, 1985, 21, 51, -2, , 
imu,54271045, 126, 52, 1985, 25, 56, -6, , 
imu,54272045, 124, 52, 1992, 27, 56, -7, , 
imu,54273045, 119, 51, 1990, 26, 56, -5, , 
imu,54274045, 124, 52, 1986, 24, 55, -5, , 
imu,54275045, 126, 57, 1988, 25, 56, -6, , 
imu,54276045, 122, 61, 1986, 26, 56, -4, , 
imu,54277045, 122, 55, 1988, 27, 56, -3, , 
imu,54278045, 126, 54, 1987, 35, 53, -11, , 
imu,54280045, 125, 51, 1985, 20, 53, -3, , 
imu,54281046, 121, 48, 1989, 23, 53, -3, , 
imu,54282047, 121, 48, 1989, 25, 53, -4, , 
imu,54283045, 121, 52, 1993, 25, 54, -7, , 
imu,54284045, 122, 56, 1989, 25, 52, -6, , 
imu,54285046, 123, 60, 1984, 27, 55, -6, , 
imu,54286047, 121, 57, 1983, 26, 56, -7, , 
imu,54287045, 121, 54, 1984, 26, 56, -7, , 
imu,54288045, 125, 55, 1986, 25, 56, -4, , 
imu,54289046, 124, 55, 1982, 33, 56, -10, , 
imu,54290045, 122, 57, 1984, 28, 58, -4, , 
imu,54291045, 126, 57, 1985, 20, 54, -5, , 
imu,54292046, 126, 52, 1988, 23, 54, -6, , 
imu,54293047, 123, 54, 1994, 27, 53, -6, , 
imu,54294045, 121, 58, 1991, 27, 55, -7, , 
imu,54295046, 120, 54, 1988, 25, 55, -6, , 
imu,54296046, 115, 51, 1989, 24, 54, -7, , 
imu,54297047, 120, 47, 1987, 24, 52, -5, , 
imu,54298045, 126, 48, 1985, 26, 55, -4, , 
imu,54299045, 126, 54, 1989, 35, 55, -9, , 
imu,54300045, 126, 53, 1991, 29, 58, -4, , 
imu,54301045, 125, 52, 1985, 20, 52, -3, , 
imu,54302047, 126, 52, 1981, 22, 51, -3, , 
imu,54303045, 124, 50, 1985, 26, 54, -4, , 
imu,54304046, 123, 50, 1986, 26, 55, -5, , 
imu,54305047, 122, 52, 1982, 27, 55, -6, , 
imu,54306045, 121, 55, 1987, 28, 55, -7, , 
imu,54307045, 117, 58, 1991, 27, 55, -7, , 
imu,54307354, 117, 58, 1991, 27, 55, -6, , 
lps,54306106, , , , , , , 4195321, -300
imu,54307904, 114, 56, 1984, 27, 53, -9, , 
imu,54309045, 124, 52, 1980, 28, 55, -4, , 
imu,54310045, 130, 50, 1985, 21, 52, -2, , 
imu,54311045, 124, 50, 1990, 21, 53, -2, , 
imu,54312045, 124, 49, 1989, 26, 57, -5, , 
imu,54313045, 126, 47, 1990, 27, 57, -7, , 
imu,54314045, 123, 50, 1989, 26, 57, -7, , 
imu,54315045, 124, 51, 1986, 26, 55, -6, , 
imu,54316045, 125, 53, 1983, 26, 56, -5, , 
imu,54317045, 122, 53, 1982, 27, 56, -4, , 
imu,54318047, 123, 50, 1987, 38, 59, -11, , 
imu,54320047, 120, 57, 1984, 21, 53, -6, , 
imu,54321045, 124, 57, 1986, 21, 53, -5, , 
imu,54322046, 124, 57, 1986, 25, 55, -5, , 
imu,54323047, 119, 55, 1985, 27, 57, -5, , 
imu,54324047, 121, 51, 1984, 25, 58, -6, , 
imu,54325045, 125, 54, 1989, 23, 56, -5, , 
imu,54326046, 126, 57, 1991, 25, 53, -4, , 
imu,54327047, 128, 56, 1991, 26, 52, -6, , 
imu,54328045, 125, 56, 1990, 27, 54, -5, , 
imu,54329046, 122, 54, 1990, 34, 56, -10, , 
imu,54330045, 123, 52, 1988, 27, 57, -4, , 
imu,54331046, 126, 54, 1984, 20, 54, -6, , 
imu,54332047, 124, 53, 1985, 25, 55, -7, , 
imu,54333045, 119, 49, 1989, 27, 56, -5, , 
imu,54334046, 122, 52, 1987, 28, 56, -5, , 
imu,54335047, 125, 57, 1985, 26, 54, -5, , 
imu,54336046, 122, 53, 1987, 23, 55, -6, , 
imu,54337045, 123, 51, 1989, 23, 56, -4, , 
imu,54338046, 126, 50, 1988, 25, 56, -5, , 
imu,54339045, 126, 51, 1984, 36, 57, -12, , 
