imu,89716034, 76, 158, 2353, 310, -2, -7, , 
imu,89718034, 73, 157, 2350, 313, -5, -7, , 
imu,89719035, 76, 154, 2354, 311, -4, -7, , 
imu,89720036, 79, 159, 2358, 309, -3, -10, , 
imu,89721034, 78, 155, 2358, 309, -2, -9, , 
imu,89722035, 76, 152, 2359, 311, -2, -6, , 
imu,89723036, 80, 153, 2355, 312, -3, -6, , 
imu,89724034, 81, 153, 2352, 312, -3, -7, , 
imu,89725034, 77, 158, 2355, 311, -4, -8, , 
imu,89726034, 74, 156, 2356, 310, -5, -6, , 
imu,89727035, 73, 147, 2355, 320, -6, -11, , 
imu,89728036, 77, 153, 2348, 310, -2, -6, , 
imu,89729034, 76, 155, 2348, 305, -3, -6, , 
imu,89730035, 69, 150, 2349, 310, -3, -6, , 
imu,89731036, 70, 156, 2348, 315, -3, -7, , 
imu,89732035, 72, 153, 2350, 313, -4, -7, , 
imu,89733035, 75, 149, 2352, 311, -3, -7, , 
imu,89734036, 78, 149, 2351, 311, -3, -9, , 
imu,89735034, 74, 149, 2345, 312, -3, -8, , 
imu,89736034, 75, 149, 2345, 312, -3, -9, , 
imu,89737035, 76, 149, 2348, 322, -4, -13, , 
imu,89738035, 77, 151, 2349, 313, -2, -3, , 
imu,89739035, 76, 149, 2348, 309, -6, -3, , 
imu,89740036, 71, 149, 2350, 312, -4, -6, , 
imu,89741035, 74, 151, 2347, 314, 0, -8, , 
imu,89742035, 77, 149, 2348, 311, -2, -8, , 
imu,89743036, 75, 154, 2353, 310, -3, -6, , 
imu,89744034, 75, 154, 2353, 311, -3, -6, , 
imu,89745034, 74, 155, 2351, 312, -3, -6, , 
imu,89746035, 72, 154, 2354, 312, -4, -6, , 
imu,89747034, 74, 154, 2357, 319, -4, -11, , 
imu,89748034, 74, 151, 2351, 312, -1, -7, , 
imu,89749034, 69, 150, 2351, 309, -2, -6, , 
imu,89750035, 67, 152, 2353, 313, 0, -4, , 
imu,89751036, 75, 152, 2354, 312, -1, -5, , 
imu,89752034, 84, 149, 2355, 311, -3, -5, , 
imu,89753035, 82, 154, 2352, 314, -1, -5, , 
imu,89754036, 74, 159, 2354, 314, 0, -6, , 
imu,89755036, 71, 153, 2352, 313, -2, -7, , 
imu,89755381, 69, 150, 2349, 312, -2, -7, , 
lps,89754097, , , , , , , 4195884, -300
imu,89755926, 69, 150, 2349, 310, -3, -9, , 
imu,89757034, 71, 156, 2349, 314, 0, -9, , 
imu,89758034, 80, 159, 2343, 308, -4, -4, , 
imu,89759034, 76, 153, 2344, 311, -3, -5, , 
imu,89760034, 71, 152, 2354, 315, -1, -6, , 
imu,89761034, 73, 154, 2359, 314, -2, -5, , 
imu,89762034, 77, 150, 2360, 313, -2, -7, , 
imu,89763034, 79, 147, 2355, 311, -1, -7, , 
imu,89764034, 76, 157, 2348, 310, -2, -7, , 
imu,89765034, 75, 159, 2348, 310, -2, -6, , 
imu,89765594, 78, 149, 2348, 312, -3, -10, , 
imu,89768036, 79, 158, 2344, 307, -4, -7, , 
imu,89769034, 80, 159, 2346, 311, -3, -6, , 
imu,89770034, 76, 156, 2347, 313, -2, -6, , 
imu,89771034, 76, 154, 2353, 313, 0, -6, , 
imu,89772035, 79, 149, 2356, 313, -2, -9, , 
imu,89773034, 79, 148, 2356, 311, -4, -7, , 
imu,89774035, 78, 147, 2357, 313, -5, -4, , 
imu,89775036, 75, 142, 2354, 311, -3, -6, , 
imu,89776034, 76, 146, 2352, 310, -2, -9, , 
imu,89777034, 79, 149, 2349, 317, -5, -14, , 
imu,89778035, 77, 152, 2350, 314, -2, -7, , 
imu,89779035, 74, 157, 2351, 308, -4, -7, , 
imu,89780036, 74, 160, 2350, 311, -3, -6, , 
imu,89781034, 75, 158, 2350, 312, -2, -6, , 
imu,89782035, 72, 156, 2350, 312, -3, -6, , 
imu,89783036, 71, 157, 2355, 312, -3, -6, , 
imu,89784034, 76, 152, 2348, 311, -2, -7, , 
imu,89785034, 80, 149, 2342, 309, -2, -8, , 
imu,89786035, 80, 158, 2351, 310, -3, -8, , 
imu,89787034, 78, 160, 2355, 319, -3, -12, , 
imu,89788036, 75, 152, 2353, 310, -4, -5, , 
imu,89789035, 72, 147, 2352, 308, -4, -4, , 
imu,89790034, 75, 151, 2353, 313, -3, -6, , 
imu,89791035, 77, 152, 2357, 315, -1, -6, , 
imu,89792036, 75, 151, 2355, 315, -1, -7, , 
imu,89793035, 76, 153, 2353, 312, -2, -8, , 
imu,89794035, 75, 152, 2352, 312, -3, -7, , 
imu,89795034, 75, 159, 2355, 311, -3, -6, , 
imu,89795362, 75, 159, 2355, 311, -2, -5, , 
lps,89794096, , , , , , , 4194819, -300
imu,89795909, 78, 162, 2356, 312, -3, -8, , 
imu,89797034, 76, 155, 2346, 316, -1, -5, , 
imu,89798034, 74, 152, 2347, 308, -6, -5, , 
imu,89799034, 78, 153, 2353, 309, -5, -7, , 
imu,89800034, 78, 156, 2351, 312, -4, -8, , 
imu,89801034, 73, 152, 2352, 312, -4, -6, , 
imu,89802034, 68, 147, 2355, 312, -3, -5, , 
imu,89803034, 70, 150, 2357, 312, -1, -4, , 
imu,89804034, 75, 152, 2352, 314, -2, -6, , 
imu,89805034, 78, 149, 2350, 313, -3, -5, , 
imu,89806034, 79, 148, 2347, 318, -4, -10, , 
imu,89808036, 78, 151, 2352, 307, -6, -6, , 
imu,89809034, 72, 155, 2349, 310, -4, -7, , 
imu,89810034, 74, 153, 2350, 312, -2, -7, , 
imu,89811035, 74, 143, 2350, 315, -2, -7, , 
imu,89812035, 73, 146, 2349, 313, -2, -6, , 
imu,89813036, 72, 151, 2352, 311, -3, -6, , 
imu,89814034, 73, 149, 2351, 311, -3, -7, , 
imu,89815035, 72, 150, 2345, 311, -2, -5, , 
imu,89816036, 74, 154, 2349, 312, -3, -4, , 
imu,89817035, 78, 153, 2354, 318, -3, -11, , 
imu,89818035, 76, 149, 2353, 312, 0, -7, , 
imu,89819035, 77, 146, 2349, 310, -4, -7, , 
imu,89820036, 79, 144, 2349, 314, -5, -6, , 
imu,89821034, 74, 149, 2352, 312, -2, -6, , 
imu,89822035, 76, 147, 2356, 310, -1, -7, , 
imu,89823036, 83, 144, 2354, 312, -1, -7, , 
imu,89824035, 79, 149, 2350, 313, -3, -6, , 
imu,89825036, 71, 150, 2351, 310, -3, -5, , 
imu,89826034, 72, 152, 2354, 311, -4, -6, , 
imu,89827034, 80, 154, 2351, 320, -3, -10, , 
imu,89828034, 75, 153, 2352, 313, -1, -4, , 
imu,89829034, 72, 152, 2357, 307, -4, -5, , 
imu,89830034, 73, 153, 2352, 310, -3, -6, , 
imu,89831035, 72, 150, 2352, 313, -2, -8, , 
imu,89832036, 75, 148, 2352, 312, -3, -9, , 
imu,89833034, 75, 148, 2352, 311, -2, -9, , 
imu,89834035, 75, 152, 2348, 310, -2, -10, , 
imu,89835034, 73, 153, 2349, 310, -4, -10, , 
imu,89835339, 75, 148, 2353, 309, -5, -9, , 
lps,89834095, , , , , , , 4194819, -300
imu,89835885, 75, 148, 2353, 309, -6, -8, , 
imu,89837034, 76, 144, 2355, 315, -2, -4, , 
imu,89838034, 77, 147, 2357, 308, -4, -4, , 
imu,89839034, 76, 150, 2355, 310, -3, -6, , 
imu,89840034, 76, 149, 2351, 309, 0, -8, , 
imu,89841034, 73, 148, 2350, 312, 0, -9, , 
imu,89842034, 75, 152, 2352, 315, -2, -7, , 
imu,89843034, 77, 153, 2355, 315, -1, -7, , 
imu,89844034, 76, 155, 2354, 312, -1, -7, , 
imu,89845034, 79, 159, 2349, 312, -4, -9, , 
imu,89846034, 76, 154, 2348, 318, -7, -14, , 
imu,89848034, 73, 155, 2356, 307, 1, -4, , 
imu,89849035, 76, 153, 2357, 310, -1, -5, , 
imu,89850036, 78, 152, 2351, 313, -4, -5, , 
imu,89851034, 74, 154, 2345, 314, -4, -7, , 
imu,89852035, 74, 150, 2346, 310, -5, -7, , 
imu,89853034, 74, 150, 2351, 309, -4, -5, , 
imu,89854036, 76, 156, 2354, 310, -2, -7, , 
imu,89855034, 78, 158, 2354, 311, -2, -9, , 
imu,89856035, 78, 155, 2350, 312, -2, -8, , 
imu,89857034, 72, 153, 2348, 318, -5, -11, , 
imu,89858034, 71, 154, 2346, 314, -1, -6, , 
imu,89859034, 78, 154, 2345, 309, -3, -5, , 
imu,89860035, 80, 153, 2352, 310, -3, -6, , 
imu,89861035, 80, 154, 2357, 312, -3, -9, , 
imu,89862036, 80, 152, 2359, 313, -4, -8, , 
imu,89863034, 76, 154, 2356, 314, -4, -7, , 
imu,89864035, 78, 153, 2350, 311, -3, -6, , 
imu,89865034, 77, 152, 2349, 309, -2, -8, , 
imu,89866035, 72, 145, 2347, 312, -4, -7, , 
imu,89867034, 70, 146, 2351, 321, -7, -13, , 
imu,89868036, 75, 151, 2358, 315, -4, -6, , 
imu,89869034, 81, 145, 2352, 307, -4, -4, , 
imu,89870034, 76, 142, 2350, 308, -3, -5, , 
